Nombre,Departamento,Asignaturas,Horario de Tutorías,URL
Ana María Plata Díaz,Departamento de Economía Financiera y Contabilidad,Grado en Administración y Dirección de Empresas: Introducción a las Operaciones Financieras; Grado en Edificación y Administración y Dirección de Empresas: Introducción a las Operaciones Financieras; Grado en Ingeniería Informática y Administración y Dirección de Empresas: Introducción a las Operaciones Financieras; Grado en Ingeniería Civil y Administración y Dirección de Empresas: Introducción a las Operaciones Financieras; Grado en Ingeniería Civil y Administración y Dirección de Empresas: Introducción a las Operaciones Financieras; Grado en Marketing e Investigación de Mercados: Contabilidad General,Primer semestreDíaHorarioLugarLunes10:30 - 12:30A 304Martes10:30 - 12:30A 304Viernes10:30 - 12:30A 304Segundo semestreDíaHorarioLugarMartes10:30 - 13:30A 304Miércoles12:30 - 13:30A 304Jueves10:30 - 12:30A 304,https://etsiit.ugr.es/la-escuela/directorio-personal/ana-maria-plata-diaz
Héctor Emilio Pomares Cintas,"Departamento de Ingeniería de Computadores, Automática y Robótica",Grado en Ingeniería Informática: Ingeniería de Servidores,"Primer semestreDíaHorarioLugarViernes9:30 - 15:30Despacho 28, 2ª Planta, EtsiitSegundo semestreDíaHorarioLugarViernes11:00 - 17:00Despacho 28, 2ª Planta, Etsiit",https://etsiit.ugr.es/la-escuela/directorio-personal/hector-emilio-pomares-cintas
Olga Pons Capote,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Ingeniería Informática: Fundamentos de Bases de Datos,Primer semestreDíaHorarioLugarMartes10:00 - 13:00D03 (Etsiit)Jueves10:00 - 13:00D03 (Etsiit)Segundo semestreDíaHorarioLugarMartes9:30 - 11:30D02 (Etsiit)Viernes9:30 - 11:30D03 (Etsiit),https://etsiit.ugr.es/la-escuela/directorio-personal/olga-pons-capote
Carlos Gustavo Porcel Gallego,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Ingeniería Informática y Administración y Dirección de Empresas: Estructura de Datos; Grado en Ingeniería Informática y Administración y Dirección de Empresas: Fundamentos de Bases de Datos; Grado en Ingeniería Informática: Fundamentos de Bases de Datos; Grado en Ingeniería Informática y Matemáticas: Estructura de Datos,Primer semestreDíaHorarioLugarLunes12:30 - 13:30Tut (Etsiit)Martes11:30 - 14:00Fo10 (Etsiit)Miércoles9:30 - 12:00Fo10 (Etsiit)Segundo semestreDíaHorarioLugarMiércoles10:30 - 12:30Fo10 (Etsiit)Miércoles18:30 - 19:30Tut (Etsiit)Jueves10:30 - 11:30Tut (Etsiit)Viernes17:30 - 19:30Fo10 (Etsiit),https://etsiit.ugr.es/la-escuela/directorio-personal/carlos-gustavo-porcel-gallego
Antonio Manuel Pozo Molina,Departamento de Óptica,Grado en Ingeniería de Tecnologías de Telecomunicación: Medios y Componentes Ópticos para Comunicaciones (Especialidad Sistemas de Telecomunicación); Grado en Ingeniería de Tecnologías de Telecomunicación: Medios y Componenetes Ópticos para Comunicación (Optativa Especialidad Sistemas de Telecomunicación); Grado en Óptica y Optometría: Optometría II; Grado en Óptica y Optometría: Optometría III,Primer semestreDíaHorarioLugarMartes10:00 - 12:00Despacho 112Miércoles10:00 - 12:00Despacho 112Jueves10:00 - 12:00Despacho 112Segundo semestreDíaHorarioLugarLunes10:00 - 12:00Despacho 112Jueves10:00 - 12:00Despacho 112Viernes10:00 - 12:00Despacho 112,https://etsiit.ugr.es/la-escuela/directorio-personal/antonio-manuel-pozo-molina
Jonathan Prados Garzón,"Departamento de Teoría de la Señal, Telemática y Comunicaciones",Grado en Ingeniería de Tecnologías de Telecomunicación: Infraestructuras y Redes de Comunicación; Grado en Ingeniería Informática: Fundamentos de Redes; Grado en Ingeniería Informática y Matemáticas: Fundamentos de Redes,DíaHorarioLugarMartes16:30 - 18:30Desp. 0.1 Edf. Auxiliar EtsiitMiércoles16:30 - 18:30Desp. 0.1 Edf. Auxiliar EtsiitJueves16:30 - 18:30Desp. 0.1 Edf. Auxiliar Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/jonathan-prados-garzon
María Belén Prados Suárez,Departamento de Lenguajes y Sistemas Informáticos,Grado en Ingeniería Informática: Dirección y Gestión de Proyectos (Especialidad Ingeniería del Software),Primer semestreDíaHorarioLugarJueves9:15 - 13:45Etsiit 3ª P Despacho 18Viernes9:00 - 10:30Etsiit 3ª P Despacho 18Segundo semestreDíaHorarioLugarMiércoles11:00 - 13:00Etsiit 3ª P Despacho 18Jueves9:30 - 13:30Etsiit 3ª P Despacho 18,https://etsiit.ugr.es/la-escuela/directorio-personal/maria-belen-prados-suarez
Beatriz Prieto Campos,"Departamento de Ingeniería de Computadores, Automática y Robótica",Grado en Ingeniería Informática y Administración y Dirección de Empresas: Tecnología y Organización de Computadores; Grado en Ingeniería Informática: Tecnología y Organización de Computadores,Primer semestreDíaHorarioLugarLunes10:00 - 13:00EtsiitMiércoles10:00 - 13:00EtsiitSegundo semestreDíaHorarioLugarLunes10:00 - 13:00EtsiitMiércoles10:00 - 13:00Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/beatriz-prieto-campos
José Juan Quesada Molina,Departamento de Matemática Aplicada,Grado en Ingeniería de Tecnologías de Telecomunicación: Ecuaciones Diferenciales y Cálculo Numérico,"DíaHorarioLugarMartes16:45 - 19:45Despacho 48. 4ª Planta. Etsi de Caminos, Canales y PuertosMiércoles9:30 - 12:30Despacho 48. 4º Planta. Etsi de Caminos, Canales y Puertos",https://etsiit.ugr.es/la-escuela/directorio-personal/jose-juan-quesada-molina
Javier Ramírez Pérez de Inestrosa,"Departamento de Teoría de la Señal, Telemática y Comunicaciones",Grado en Ingeniería de Tecnologías de Telecomunicación: Comunicaciones Ópticas (Especialidad Sistemas de Telecomunicación); Grado en Ingeniería de Tecnologías de Telecomunicación: Comunicaciones Ópticas (Optativa Especialidad Sistemas de Telecomunicación),DíaHorarioLugarLunes9:00 - 13:00Desp. 2.11 EtsiitViernes9:00 - 13:00Desp. 2.11 Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/javier-ramirez-perez-inestrosa
Eva María Ramos Ábalos,Departamento de Estadística e Investigación Operativa,Grado en Administración y Dirección de Empresas: Métodos Cuantitativos; Grado en Administración y Dirección de Empresas y Derecho: Métodos Cuantitativos; Grado en Biología: Bioestadística; Grado en Edificación y Administración y Dirección de Empresas: Métodos Cuantitativos; Grado en Estadística: Diseño de Experimentos; Grado en Ingeniería Informática y Administración y Dirección de Empresas: Métodos Cuantitativos; Grado en Ingeniería Civil y Administración y Dirección de Empresas: Métodos Cuantitativos,Primer semestreDíaHorarioLugarMartes9:00 - 10:00Despacho 15Martes12:00 - 13:00Despacho 15Miércoles9:00 - 13:00Despacho 15Segundo semestreDíaHorarioLugarMiércoles9:30 - 13:30Despacho 15Jueves9:30 - 10:30Despacho B019 Fac.EconomicasJueves12:30 - 13:30Despacho B019 Fac.Economicas,https://etsiit.ugr.es/la-escuela/directorio-personal/eva-maria-ramos-abalos
Juan José Ramos Muñoz,"Departamento de Teoría de la Señal, Telemática y Comunicaciones",Grado en Ingeniería de Tecnologías de Telecomunicación: Desarrollo de Aplicaciones en Red (Especialidad Telemática); Grado en Ingeniería de Tecnologías de Telecomunicación: Desarrollo de Aplicaciones en Red (Optativa Especialidad Telemática); Grado en Ingeniería de Tecnologías de Telecomunicación: Redes Multimedia (Especialidad Telemática); Grado en Ingeniería Informática: Redes Multiservicio (Especialidad Tecnologías de la Información),Primer semestreDíaHorarioLugarLunes16:30 - 18:30Desp. 2.21 EtsiitMiércoles16:30 - 18:30Desp. 2.21 EtsiitViernes12:30 - 14:30Desp. 2.21 EtsiitSegundo semestreDíaHorarioLugarLunes16:30 - 18:30Desp. 2.21 EtsiitMiércoles16:30 - 18:30Desp. 2.21 Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/juan-jose-ramos-munoz
Salvador Rayo Cantón,Departamento de Economía Financiera y Contabilidad,Grado en Edificación y Administración y Dirección de Empresas: Dirección Financiera; Grado en Finanzas y Contabilidad: Finanzas Internacionales; Grado en Finanzas y Contabilidad: Instrumentos y Mercados Financieros; Grado en Finanzas y Contabilidad: Productos Derivados; Grado en Ingeniería Informática y Administración y Dirección de Empresas: Dirección Financiera; Grado en Ingeniería Civil y Administración y Dirección de Empresas: Dirección Financiera,DíaHorarioLugarMartes10:30 - 12:30A 309Martes16:30 - 17:30A 309Miércoles12:30 - 14:30A309Miércoles16:30 - 17:30A 309,https://etsiit.ugr.es/la-escuela/directorio-personal/salvador-rayo-canton
Jorge Revelles Moreno,Departamento de Lenguajes y Sistemas Informáticos,Grado en Arqueología: Nuevas Tecnologías para la Difusión y Puesta en Valor del Patrimonio Arqueológico; Grado en Estudios Franceses: Francés Como Lengua Extranjera y Nuevas Tecnologías; Grado en Ingeniería Informática: Procesadores de Lenguajes (Especialidad Computación y Sistemas Inteligentes); Grado en Ingeniería Informática: Sistemas Cooperativos y Gestión de Contenidos (Especialidad Sistemas de Información),Primer semestreDíaHorarioLugarLunes17:30 - 19:30Facultad de Filosofía y LetrasMiércoles9:30 - 11:30Etsiit 3ª P Despacho 4Jueves9:30 - 11:30Etsiit 3ª P Despacho 4Segundo semestreDíaHorarioLugarLunes9:30 - 13:30Etsiit 3ª P Despacho 4Martes11:30 - 12:30Facultad de Filosofía y LetrasJueves11:30 - 12:30Facultad de Filosofía y Letras,https://etsiit.ugr.es/la-escuela/directorio-personal/jorge-revelles-moreno
Nuria Rico Castro,Departamento de Estadística e Investigación Operativa,Grado en Estadística: Inferencia Estadística I; Grado en Ingeniería Informática: Estadística,"DíaHorarioLugarMartes9:00 - 13:00Despacho 22, Departamento de Estadística e I.o.Jueves12:00 - 14:00Despacho 22, Departamento de Estadística e I.o.",https://etsiit.ugr.es/la-escuela/directorio-personal/nuria-rico-castro
Aurora Inés del Río Cabeza,Departamento de Álgebra,Grado en Geología: Matemáticas; Grado en Ingeniería Informática y Matemáticas: Álgebra II; Grado en Matemáticas: Álgebra II,Primer semestreDíaHorarioLugarMiércoles12:00 - 13:30Fac. Ciencias - Desp.25Miércoles17:00 - 18:30Fac. Ciencias - Desp.25Jueves10:00 - 13:00Fac. Ciencias - Desp.25Segundo semestreDíaHorarioLugarMiércoles12:00 - 13:30Fac. Ciencias - Desp.25Miércoles17:00 - 18:30Fac. Ciencias - Desp.25Jueves10:00 - 13:00Fac. Ciencias - Desp.25,https://etsiit.ugr.es/la-escuela/directorio-personal/aurora-ines-del-rio-cabeza
María Luisa Rodríguez Almendros,Departamento de Lenguajes y Sistemas Informáticos,Grado en Ingeniería Informática: Fundamentos de Ingeniería del Software; Grado en Ingeniería Informática: Metodologías de Desarrollo Ágil (Especialidad Ingeniería del Software); Grado en Ingeniería Informática: Metodologías de Desarrollo Ágil (Optativa Especialidad Ingeniería del Software),Primer semestreDíaHorarioLugarJueves12:30 - 13:30Etsiit 3ª P Despacho 29Viernes8:30 - 13:30Etsiit 3ª P Despacho 29Segundo semestreDíaHorarioLugarJueves12:30 - 13:30Etsiit 3ª P Despacho 29Viernes8:30 - 13:30Etsiit 3ª P Despacho 29,https://etsiit.ugr.es/la-escuela/directorio-personal/maria-luisa-rodriguez-almendros
Manuel Rodríguez Álvarez,"Departamento de Ingeniería de Computadores, Automática y Robótica",Grado en Ingeniería Informática: Tecnología y Organización de Computadores; Grado en Ingeniería Informática y Matemáticas: Tecnología y Organización de Computadores,"Primer semestreDíaHorarioLugarMartes9:00 - 12:00D 38, 2ª Planta, EtsiitJueves9:00 - 12:00D 38, 2ª Planta, EtsiitSegundo semestreDíaHorarioLugarMartes9:00 - 12:00D 38, 2ª Planta, EtsiitJueves9:00 - 12:00D 38, 2ª Planta, Etsiit",https://etsiit.ugr.es/la-escuela/directorio-personal/manuel-rodriguez-alvarez
Laura Rodríguez Arco,Departamento de Física Aplicada,Grado en Ciencia y Tecnología de los Alimentos: Física Aplicada y Físicoquímica; Grado en Ingeniería de Tecnologías de Telecomunicación: Fundamentos Físicos de la Ingeniería; Grado en Ingeniería Electrónica Industrial: Termodinámica Técnica y Fluidos,Primer semestreDíaHorarioLugarMartes10:30 - 12:30Dpcho.12 Dpto Física AplicadaMiércoles10:30 - 12:30Dpcho.12 Dpto Física AplicadaViernes10:30 - 12:30Dpcho.12 Dpto Física AplicadaSegundo semestreDíaHorarioLugarMartes15:00 - 18:00Dpcho.12 Dpto Física AplicadaJueves15:00 - 18:00Dpcho.12 Dpto Física Aplicada,https://etsiit.ugr.es/la-escuela/directorio-personal/laura-rodriguez-arco
Manuel Pedro Rodríguez Bolívar,Departamento de Economía Financiera y Contabilidad,Grado en Edificación y Administración y Dirección de Empresas: Contabilidad Financiera I; Grado en Finanzas y Contabilidad: Contabilidad Financiera; Grado en Ingeniería Informática y Administración y Dirección de Empresas: Contabilidad Financiera I; Grado en Ingeniería Civil y Administración y Dirección de Empresas: Contabilidad Financiera I; Grado en Turismo: Prácticas Externas,Primer semestreDíaHorarioLugarLunes8:00 - 8:30A 301Lunes12:30 - 15:00A 301Martes8:00 - 8:30A 301Martes12:30 - 15:00A 301Segundo semestreDíaHorarioLugarLunes8:30 - 14:30A 301,https://etsiit.ugr.es/la-escuela/directorio-personal/manuel-pedro-rodriguez-bolivar
Francisco Javier Rodríguez Díaz,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Ingeniería Informática: Fundamentos de Programación; Grado en Ingeniería Informática: Inteligencia de Negocio (Especialidad Sistemas Información); Grado en Ingeniería Informática: Metodología de la Programación,Primer semestreDíaHorarioLugarLunes17:30 - 20:30Fo11 (Etsiit)Viernes10:30 - 13:30Fo11 (Etsiit)Segundo semestreDíaHorarioLugarLunes17:30 - 19:30Fo11 (Etsiit)Martes16:30 - 18:30Fo11 (Etsiit)Miércoles17:30 - 19:30Fo11 (Etsiit),https://etsiit.ugr.es/la-escuela/directorio-personal/francisco-javier-rodriguez-diaz
María José Rodríguez Fortiz,Departamento de Lenguajes y Sistemas Informáticos,Grado en Ingeniería Informática: Dirección y Gestión de Proyectos (Especialidad Ingeniería del Software); Grado en Ingeniería Informática: Dirección y Gestión de Proyectos (Optativa Especialidad Ingeniería del Software); Grado en Ingeniería Informática: Metodologías de Desarrollo Ágil (Especialidad Ingeniería del Software),Primer semestreDíaHorarioLugarMartes10:30 - 14:30Etsiit 3ª P Despacho 6Jueves12:30 - 14:30Etsiit 3ª P Despacho 6Segundo semestreDíaHorarioLugarMartes10:30 - 14:30Etsiit 3ª P Despacho 6Jueves12:30 - 14:30Etsiit 3ª P Despacho 6,https://etsiit.ugr.es/la-escuela/directorio-personal/maria-jose-rodriguez-fortiz
Rafael Alejandro Rodríguez Gómez,"Departamento de Teoría de la Señal, Telemática y Comunicaciones",Grado en Ingeniería de Tecnologías de Telecomunicación: Seguridad en Redes de Comunicación (Especialidad Telemática); Grado en Ingeniería de Tecnologías de Telecomunicación: Sistemas Telemáticos,DíaHorarioLugarLunes11:00 - 13:00Desp. 0.10 Edf. Auxiliar EtsiitMartes11:00 - 13:00Desp. 0.10 Edf. Auxiliar EtsiitMiércoles11:00 - 13:00Desp. 0.10 Edf. Auxiliar Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/rafael-alejandro-rodriguez-gomez
Pablo Rodríguez Iturriaga,Departamento de Electrónica y Tecnología de Computadores,Grado en Ingeniería de Tecnologías de Telecomunicación: Análisis de Circuitos; Grado en Ingeniería Electrónica Industrial: Componentes Electrónicos,"DíaHorarioLugarMartes8:30 - 10:30Facultad de Ciencias, Despacho 18",https://etsiit.ugr.es/la-escuela/directorio-personal/pablo-rodriguez-iturriaga
Jacob Rodríguez Rivero,"Departamento de Teoría de la Señal, Telemática y Comunicaciones","Grado en Ingeniería de Tecnologías de Telecomunicación: Ingeniería, Empresa y Sociedad",DíaHorarioLugarLunes13:30 - 15:30Despacho 0.10 Edf. Auxiliar Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/jacob-rodriguez-rivero
Rosa María Rodríguez Sánchez,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Ingeniería Informática: Estructura de Datos,Primer semestreDíaHorarioLugarLunes12:30 - 13:30D18 (Etsiit)Lunes15:30 - 17:30D18 (Etsiit)Martes12:30 - 13:30D18 (Etsiit)Martes15:30 - 17:30D18 (Etsiit)Segundo semestreDíaHorarioLugarLunes15:30 - 17:30D18 (Etsiit)Martes15:30 - 17:30D18 (Etsiit)Viernes15:30 - 17:30D18 (Etsiit),https://etsiit.ugr.es/la-escuela/directorio-personal/rosa-maria-rodriguez-sanchez
Noel Rodríguez Santiago,Departamento de Electrónica y Tecnología de Computadores,Grado en Ingeniería de Tecnologías de Telecomunicación: Electrónica de Potencia,"DíaHorarioLugarMartes9:30 - 12:30Fac. Ciencias, Dept. Electrónica. Despacho 10.Miércoles15:30 - 18:30Fac. Ciencias, Dept. Electrónica. Despacho 10.",https://etsiit.ugr.es/la-escuela/directorio-personal/noel-rodriguez-santiago
Fernando José Rojas Ruiz,"Departamento de Ingeniería de Computadores, Automática y Robótica",Grado en Ingeniería de Tecnologías de Telecomunicación: Fundamentos de Informática,DíaHorarioLugarMartes11:30 - 14:30Cb4 (Secretaria) CiticMiércoles9:30 - 11:30Cb4 (Secretaria) CiticJueves9:30 - 10:30Cb4 (Secretaria) Citic,https://etsiit.ugr.es/la-escuela/directorio-personal/fernando-jose-rojas-ruiz
Ignacio Rojas Ruiz,"Departamento de Ingeniería de Computadores, Automática y Robótica",Grado en Ingeniería Informática: Estructura de Computadores; Grado en Ingeniería Informática y Matemáticas: Estructura de Computadores,No disponible,https://etsiit.ugr.es/la-escuela/directorio-personal/ignacio-rojas-ruiz
Andrés María Roldán Aranda,Departamento de Electrónica y Tecnología de Computadores,Grado en Ingeniería de Tecnologías de Telecomunicación: Tecnología de Circuitos Impresos,"DíaHorarioLugarMartes8:00 - 12:00Edif. I+D Josefina Castro Vizoso, Avda. Madrid 15, Despacho 16Miércoles8:00 - 12:00Edif. I+D Josefina Castro Vizoso, Avda. Madrid 15, Despacho 16",https://etsiit.ugr.es/la-escuela/directorio-personal/andres-maria-roldan-aranda
Juan Bautista Roldán Aranda,Departamento de Electrónica y Tecnología de Computadores,Grado en Ingeniería de Tecnologías de Telecomunicación: Componentes y Circuitos Electrónicos,DíaHorarioLugarMartes8:00 - 14:00Facultad de Ciencias. Departam de Electrónica. Despacho 15,https://etsiit.ugr.es/la-escuela/directorio-personal/juan-bautista-roldan-aranda
María Isabel Román Martínez,Departamento de Economía Financiera y Contabilidad,Grado en Administración y Dirección de Empresas y Derecho: Análisis de Estados Financieros; Grado en Edificación y Administración y Dirección de Empresas: Análisis de Estados Financieros; Grado en Finanzas y Contabilidad: Consolidación de Estados Financieros; Grado en Finanzas y Contabilidad: Estados Financieros; Grado en Ingeniería Informática y Administración y Dirección de Empresas: Análisis de los Estados Financieros; Grado en Ingeniería Civil y Administración y Dirección de Empresas: Análisis de Estados Financieros,Primer semestreDíaHorarioLugarLunes9:30 - 10:30A321 958248341Martes12:30 - 14:30A321 958248341Miércoles9:30 - 12:30A321 958248341Segundo semestreDíaHorarioLugarMartes10:30 - 12:30A321 958248341Miércoles10:30 - 12:30A321 958248341Jueves10:30 - 12:30A321 958248341,https://etsiit.ugr.es/la-escuela/directorio-personal/maria-isabel-roman-martinez
Samuel Francisco Romero García,"Departamento de Ingeniería de Computadores, Automática y Robótica",Grado en Física: Programación; Grado en Ingeniería Informática: Tecnologías Emergentes (Especialidad Ingeniería de Computadores),DíaHorarioLugarMartes9:00 - 13:00EtsiitJueves12:00 - 14:00Facultad de Ciencias,https://etsiit.ugr.es/la-escuela/directorio-personal/samuel-francisco-romero-garcia
Gustavo Romero López,"Departamento de Ingeniería de Computadores, Automática y Robótica",Grado en Ingeniería Informática y Administración y Dirección de Empresas: Estructura de Computadores; Grado en Ingeniería Informática: Arquitectura de Sistemas (Especialidad Ingeniería de Computadores); Grado en Ingeniería Informática: Arquitectura de Sistemas (Optativa Especialidad Ingeniería de Computadores); Grado en Ingeniería Informática: Estructura de Computadores,Primer semestreDíaHorarioLugarLunes10:30 - 11:00EtsiitMiércoles9:00 - 11:00EtsiitJueves9:00 - 11:00EtsiitSegundo semestreDíaHorarioLugarMartes10:00 - 11:30EtsiitMiércoles10:00 - 11:30EtsiitJueves10:00 - 11:30Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/gustavo-romero-lopez
Francisco Javier Romero Maldonado,Departamento de Electrónica y Tecnología de Computadores,Grado en Ingeniería de Tecnologías de Telecomunicación: Diseño de Circuitos y Sistemas Electrónicos (Especialidad Sistemas Electrónicos); Grado en Ingeniería Informática: Fundamentos Físicos y Tecnológicos,DíaHorarioLugarMiércoles10:00 - 13:00Depart. Electrónica. Despacho 6Jueves15:00 - 18:00Depart. Electrónica. Despacho 6,https://etsiit.ugr.es/la-escuela/directorio-personal/francisco-javier-romero-maldonado
Brunil Dalila Romero Mariño,Departamento de Lenguajes y Sistemas Informáticos,Grado en Estudios de Arquitectura: Técnicas de Visualización y Presentación Aplicadas a la Arquitectura; Grado en Ingeniería Informática: Sistemas Concurrentes y Distribuidos; Grado en Ingeniería Informática: Sistemas de Información para Empresas (Especialidad Sistemas de Información); Grado en Ingeniería Informática: Sistemas de Información para Empresas (Optativa Especialidad Sistemas de Información); Grado en Ingeniería Informática y Matemáticas: Sistemas de Información para Empresas; Grado en Turismo: Sistemas de Información Basados en Internet,Primer semestreDíaHorarioLugarMartes9:30 - 13:30Edificio Auxiliar D 1.4Viernes12:00 - 14:00Edificio Auxiliar D 1.4Segundo semestreDíaHorarioLugarMartes9:30 - 13:30Edificio Auxiliar D 1.4Viernes12:00 - 14:00Edificio Auxiliar D 1.4,https://etsiit.ugr.es/la-escuela/directorio-personal/brunil-dalila-romero-marino-bdromero
Desiré Romero Molina,Departamento de Estadística e Investigación Operativa,Grado en Estadística: Procesos Estocásticos; Grado en Ingeniería Informática y Matemáticas: Inferencia Estadística,DíaHorarioLugarMiércoles11:00 - 14:00Jueves44:00 - 14:00,https://etsiit.ugr.es/la-escuela/directorio-personal/desire-romero-molina
Francisco Javier Romero Mora,Departamento de Óptica,Grado en Ingeniería de Tecnologías de Telecomunicación: Fundamentos de Fotónica; Grado en Óptica y Optometría: Óptica Aplicada; Grado en Óptica y Optometría: Óptica Fisiológica I,Primer semestreDíaHorarioLugarLunes9:00 - 11:00Despacho 108Miércoles9:00 - 11:00Despacho 108Viernes9:00 - 11:00Despacho 108Segundo semestreDíaHorarioLugarLunes9:00 - 11:00Despacho 108Miércoles9:00 - 11:00Despacho 108Viernes9:00 - 11:00Despacho 108,https://etsiit.ugr.es/la-escuela/directorio-personal/francisco-javier-romero-mora
Eduardo Ros Vidal,"Departamento de Ingeniería de Computadores, Automática y Robótica",Grado en Ingeniería Informática y Administración y Dirección de Empresas: Tecnología y Organización de Computadores,DíaHorarioLugarMiércoles8:30 - 11:30EtsiitViernes9:30 - 12:30Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/eduardo-ros-vidal
José Carlos Rosales González,Departamento de Álgebra,Grado en Ingeniería Informática: Álgebra Lineal y Estructuras Matemáticas,Primer semestreDíaHorarioLugarLunes8:30 - 9:30Etsiit - Desp. 16Lunes10:30 - 11:30Etsiit - Desp. 16Martes8:30 - 9:30Etsiit - Desp. 16Martes10:30 - 11:30Etsiit - Desp. 16Viernes8:30 - 10:30Etsiit - Desp. 16Segundo semestreDíaHorarioLugarLunes8:30 - 9:30Etsiit - Desp. 16Lunes10:30 - 11:30Etsiit - Desp. 16Martes10:30 - 11:30Etsiit - Desp. 16Viernes8:30 - 10:30Etsiit - Desp. 16,https://etsiit.ugr.es/la-escuela/directorio-personal/jose-carlos-rosales-gonzalez
Eros Roselló Casado,"Departamento de Teoría de la Señal, Telemática y Comunicaciones",Grado en Ingeniería de Tecnologías de Telecomunicación: Señales Digitales,"DíaHorarioLugarMartes11:30 - 13:00Fac. de Ciencias, Sección Física. Planta 3. Dpto. de TstcJueves11:30 - 13:00Fac. de Ciencias, Sección Física. Planta 3. Dpto. de Tstc",https://etsiit.ugr.es/la-escuela/directorio-personal/eros-rosello-casado
Abraham Rueda Zoca,Departamento de Análisis Matemático,Grado en Ingeniería Informática y Administración y Dirección de Empresas: Cálculo; Grado en Ingeniería Informática: Cálculo,"DíaHorarioLugarMiércoles17:30 - 19:30Etsiit (Desp. 17, 3ª Planta)Jueves10:30 - 11:30Etsiit (Desp. 17, 3ª Planta)Jueves12:30 - 15:30Etsiit (Desp. 17, 3ª Planta)",https://etsiit.ugr.es/la-escuela/directorio-personal/abraham-rueda-zoca
Juan Ruiz de Miras,Departamento de Lenguajes y Sistemas Informáticos,Grado en Ingeniería Informática: Programación y Diseño Orientado a Objetos,Primer semestreDíaHorarioLugarMartes8:30 - 9:30Etsiit D 30 3ª PlantaMartes13:30 - 14:30Etsiit D 30 3ª PlantaMiércoles8:30 - 9:30Etsiit D 30 3ª PlantaMiércoles13:30 - 14:30Etsiit D 30 3ª PlantaJueves8:30 - 9:30Etsiit D 30 3ª PlantaViernes8:30 - 9:30Etsiit D 30 3ª PlantaSegundo semestreDíaHorarioLugarMartes8:30 - 11:30Etsiit D 30 3ª PlantaMiércoles8:30 - 11:30Etsiit D 30 3ª Planta,https://etsiit.ugr.es/la-escuela/directorio-personal/juan-ruiz-miras
Isidoro Ruiz García,Departamento de Electrónica y Tecnología de Computadores,Grado en Ingeniería de Tecnologías de Telecomunicación: Análisis de Circuitos; Grado en Ingeniería Informática: Fundamentos Físicos y Tecnológicos,"DíaHorarioLugarMartes9:30 - 11:30Citic-Ugr, Despacho Db4Miércoles9:30 - 11:30Citic-Ugr, Despacho Db4Jueves9:30 - 11:30Citic-Ugr, Despacho Db4",https://etsiit.ugr.es/la-escuela/directorio-personal/isidoro-ruiz-garcia
Antonio Ruiz Moya,"Departamento de Teoría de la Señal, Telemática y Comunicaciones",Grado en Ingeniería de Tecnologías de Telecomunicación: Diseño y Dimensionado de Redes (Especialidad Telemática); Grado en Ingeniería de Tecnologías de Telecomunicación: Gestión de Redes (Especialidad Telemática); Grado en Ingeniería de Tecnologías de Telecomunicación: Gestión de Redes (Optativa Especialidad Telemática); Grado en Ingeniería Informática: Fundamentos de Redes,DíaHorarioLugarLunes19:00 - 21:00Campus Fuentenueva - Edf. Mecenas y Edf. Aux. EtsiMartes19:00 - 21:00Campus Fuentenueva - Edf. Mecenas y Edf. Aux. EtsiViernes19:00 - 21:00Campus Fuentenueva - Edf. Mecenas y Edf. Aux. Etsi,https://etsiit.ugr.es/la-escuela/directorio-personal/antonio-ruiz-moya
Diego Pablo Ruiz Padillo,Departamento de Física Aplicada,Grado en Edificación y Administración y Dirección de Empresas: Física II: Fundamentos Físicos de las Instalaciones; Grado en Física: Física del Medio Ambiente; Grado en Ingeniería de Tecnologías de Telecomunicación: Física Aplicada a las Telecomunicaciones,Primer semestreDíaHorarioLugarLunes17:00 - 19:00EtsittMartes17:00 - 19:00EtsittSegundo semestreDíaHorarioLugarLunes17:00 - 19:00EtsittMartes17:00 - 19:00EtsittViernes13:30 - 15:30Etsitt,https://etsiit.ugr.es/la-escuela/directorio-personal/diego-pablo-ruiz-padillo
